Reference	ID	Tags	SupportReference	Quote	OrigQuote	Occurrence	Note
9:13	ki73		rc://*/ta/man/translate/figs-metaphor	filled my quiver with Ephraim	~מִלֵּ֣אתִי לִ֜⁠י אֶפְרַ֔יִם	0	Yahweh speaks of the people of Israel, the northern kingdom, as if they were arrows that he would shoot at his enemies. A quiver is a bag that holds a soldier’s arrows.
9:13	es7k		rc://*/ta/man/translate/figs-metonymy	I have roused your sons, Zion, against your sons, Greece	וְ⁠עוֹרַרְתִּ֤י בָנַ֨יִ⁠ךְ֙ צִיּ֔וֹן עַל בָּנַ֖יִ⁠ךְ יָוָ֑ן	0	God is speaking to the people of two different nations at the same time.
9:14	h8w9				~	0	# General Information:\n\nIn verses 14–16, Zechariah describes how Yahweh will rescue Israel from their enemies.
9:14	ms12			will appear to them	~יֵֽרָאֶ֔ה עֲלֵי⁠הֶ֣ם	0	The word “them” refers to God’s people. Alternate translation: “will be seen in the sky by his people” or “will come to his people”
9:14	j3mb		rc://*/ta/man/translate/figs-simile	his arrows will shoot out like lightning!	~חִצּ֑⁠וֹ וְ⁠יָצָ֥א כַ⁠בָּרָ֖ק	0	The Israelites sometimes thought of lightning bolts as arrows that God shot.
9:14	qh4y			blow the trumpet	~יִתְקָ֔ע בַּ⁠שּׁוֹפָ֣ר	0	The trumpets were rams’ horns. People blew into them to give signals in battle and on other occasions. Here the trumpet is blown as a military signal.
9:14	cdu9			will advance with the storms from Teman	וְ⁠הָלַ֖ךְ בְּ⁠סַעֲר֥וֹת תֵּימָֽן	0	Team was located to the south of Judah. The Israelites sometimes thought of God as traveling on violent storms coming from the south. Alternate translation: “will march from Teman with the storm winds”
9:15	rq95			they will devour them	וְ⁠אָכְל֗וּ	0	Alternate translation: “the people of Judah will devour their enemies”
9:15	l59u		rc://*/ta/man/translate/figs-metaphor	will devour	וְ⁠אָכְל֗וּ	0	To completely defeat enemies is spoken of as devouring them as a wild animal eats its prey. Alternate translation: “will completely defeat”
9:15	fq6x		rc://*/ta/man/translate/figs-metonymy	defeat the stones of the slings	וְ⁠כָֽבְשׁוּ֙ אַבְנֵי קֶ֔לַע	0	Slings to throw stones were a common weapon in the days of Zechariah. Here the “stones of the slings” represent the soldiers who were using them to attack Israel. Alternate translation: “defeat the enemies who attack them with slings and stones”
9:15	ure5		rc://*/ta/man/translate/figs-simile	Then they will drink and shout like men drunk on wine	~וְ⁠שָׁת֥וּ הָמ֖וּ כְּמוֹ עֲלֵי⁠הֶם֒ יָ֑יִן	0	The people of Judah will shout and celebrate their victory over their enemies as if they were noisy drunks. Alternate translation: “Then they will shout and celebrate their victory as loudly as if they were drunk”
9:15	t8ng		rc://*/ta/man/translate/figs-simile	they will be filled with wine like bowls	וּ⁠מָֽלְאוּ֙ כַּ⁠מִּזְרָ֔ק	0	This probably refers to the bowls that the priests used to carry animal’s blood to the altar. Alternate translation: “they will be as full of wine as the basins with which priests carry blood to the altar” (See also: [[rc://*/ta/man/translate/figs-explicit]])
9:15	h8j2		rc://*/ta/man/translate/figs-simile	like the corners of the altar	כְּ⁠זָוִיּ֖וֹת מִזְבֵּֽחַ	0	Altars had projecting corners that were drenched in animal blood. Alternate translation: “they will be drenched as the corners of the altar are covered in blood” (See also: [[rc://*/ta/man/translate/figs-explicit]])
9:16	t4gy				~	0	# General Information:\n\nIn verses 14–16, Zechariah describes how Yahweh will rescue Israel from their enemies.
9:16	i4qw		rc://*/ta/man/translate/figs-simile	God will rescue them … as the flock of his people	~	0	The people of Israel are spoken of as if they are God’s sheep that he cares for and protects.
9:16	kyv5		rc://*/ta/man/translate/figs-metaphor	They are the jewels of a crown	~הַ⁠ה֖וּא אַבְנֵי נֵ֔זֶר	0	The people of Israel are spoken of as if they were the expensive jewels in the crown of a king that show how glorious he is. Alternate translation: “They will be like beautiful stones in a crown”
9:17	udt9		rc://*/ta/man/translate/figs-exclamations	How good and how beautiful they will be!	~מַה טּוּב֖⁠וֹ כִּ֥י וּ⁠מַה יָפְי֑⁠וֹ יְנוֹבֵ֥ב	0	This is an exclamation, and not a question. Alternate translation: “They will be very good and beautiful!”
9:17	rzm2		rc://*/ta/man/translate/figs-parallelism	The young men will flourish on grain and the virgins on sweet wine!	~בַּֽחוּרִ֔ים דָּגָן֙ בְּתֻלֽוֹת וְ⁠תִיר֖וֹשׁ	0	This sentence uses a parallel structure to express that everyone will have plenty to eat and drink. If your readers might think that only the men ate and only the women drank, you may want to adjust the wording. Alternate translation: “All of the people, both men and women, will have plenty of grain to eat and sweet wine to drink!”
9:17	uf1p		rc://*/ta/man/translate/figs-parallelism	The young men … the virgins	~	0	These two phrases are parallel and together represent the entire population of Israel. (See also: [[rc://*/ta/man/translate/figs-synecdoche]])
9:17	x8zq		rc://*/ta/man/translate/figs-parallelism	grain … sweet wine	~	0	These two phrases are parallel and together represent all of the different kinds of the food and drink. (See also: [[rc://*/ta/man/translate/figs-synecdoche]])
10:intro	jmh9					0	# Zechariah 10 General Notes\n\n## Structure and formatting\n\nThis chapter is written mainly in prose but still uses figurative language as the writer shares a message of redemption and hope for the exiles. (See: [[rc://*/tw/dict/bible/kt/redeem]])\n\nSome translations set each line of poetry farther to the right than the rest of the text to make it easier to read. The ULT does this with the poetic song in 10:1–2.\n\n## Special concepts in this chapter\n\n### Redemption\n\nThis book, and especially this chapter, uses the concepts of redemption and remnant to share the relationship that the people of Judah have with their God. So many of the people of Israel perished as their kingdom went into exile. Now they are returning to the land, but the land is no longer theirs. They are living under foreign rule. (See: [[rc://*/tw/dict/bible/kt/redeem]] and [[rc://*/tw/dict/bible/kt/remnant]])
10:1	ybt5			vegetation in the field	עֵ֥שֶׂב בַּ⁠שָּׂדֶֽה	0	Alternate translation: “causes plants to grow in the field”
10:2	wcl5			household idols speak falsely	~הַ⁠תְּרָפִ֣ים דִּבְּרוּ שֶׁ֔קֶר	0	“household idols give false messages.” Zechariah is not suggesting that idols actually speak. He is referring to the messages people say they hear from idols. The UST makes this explicit.
10:2	tc8c			diviners envision a lie	~וְ⁠הַ⁠קּֽוֹסְמִים֙ חָ֣זוּ אָ֗וֶן	0	Alternate translation: “diviners see false visions”
10:2	e8gu		rc://*/ta/man/translate/figs-explicit	they tell deceitful dreams	~יְדַבֵּ֔רוּ הַ⁠שָּׁ֣וא וַֽ⁠חֲלֹמוֹת֙	0	It is implied that they know these dreams are false. This can be made explicit. Alternate translation: “diviners lie about their dreams in order to deceive people”
10:2	xi1f			empty comfort	הֶ֖בֶל יְנַֽחֵמ֑וּ⁠ן	0	This refers to words that sooth temporarily, but do not provide any longterm help.
10:2	nb46		rc://*/ta/man/translate/figs-simile	they wander like sheep	~	0	The people who do not have true prophets who tell the truth are spoken of as sheep who do not have a shepherd to tell them where to go. Alternate translation: “the people who listen to the false prophets are like sheep who do not know which way to go”
10:2	zr2e		rc://*/ta/man/translate/figs-simile	they … suffer because there is no shepherd	~	0	The people who do not have true prophets are spoken of as sheep who suffer because they do not have a shepherd to tell them where to go. Alternate translation: “the people who listen to the false prophets … are suffering like sheep who do not have a shepherd to guide them”
10:3	e9x1				~	0	# General Information:\n\nIt is unclear whether Yahweh is speaking, or if Zechariah is speaking for Yahweh in verses 3–5.
10:3	iq7u		rc://*/ta/man/translate/figs-metaphor	My wrath burns against the shepherds	~אַפִּ֔⁠י חָרָ֣ה עַל הָֽ⁠רֹעִים֙	0	Here “the shepherds” represent the leaders of God’s people. The intensity of Yahweh’s anger is spoken of as if it was a blazing fire. Alternate translation: “My anger toward the shepherds of my people is as intense as a fire” or “I am very angry with the leaders of my people”
10:3	ir6n		rc://*/ta/man/translate/figs-metaphor	it is the male goats—the leaders—that I will punish	וְ⁠עַל הָ⁠עַתּוּדִ֖ים אֶפְק֑וֹד כִּֽי פָקַד֩	0	Male goats are typically more dominant than female goats. Here “male goats” represents the oppressive leaders of God’s people.
10:3	r33n			Yahweh of hosts will also attend to his flock, the house of Judah	~יְהוָ֨ה צְבָא֤וֹת וְ⁠שָׂ֣ם אֶת עֶדְר⁠וֹ֙ בֵּ֣ית יְהוּדָ֔ה	0	Here Yahweh’s care for his people is spoken of as a shepherd cares for his sheep. Alternate translation: “Yahweh of hosts will take care of the house of Judah as a shepherd cares for his sheep”
10:3	t1tc		rc://*/ta/man/translate/figs-metonymy	the house of Judah	בֵּ֣ית יְהוּדָ֔ה	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to the people of Judah, which included the descendants of Judah and Benjamin. Alternate translation: “Judah” or “the people of Judah”
10:3	dd5g		rc://*/ta/man/translate/figs-metaphor	make them like his warhorse in battle	אוֹתָ֔⁠ם כְּ⁠ס֥וּס הוֹד֖⁠וֹ בַּ⁠מִּלְחָמָֽה	0	Yahweh changes the metaphor for his people from defenseless sheep to a mighty war horse. He speaks of his people as if they were a strong horse in battle. Alternate translation: “will cause them to be strong like war horses in battle” (See also: [[rc://*/ta/man/translate/figs-simile]])
10:4	l1sr				~	0	# General Information:\n\nIt is unclear whether Yahweh is speaking, or if Zechariah is speaking for Yahweh in verses 3–5.
10:4	se8u		rc://*/ta/man/translate/figs-metaphor	From Judah will come the cornerstone	מִמֶּ֤⁠נּוּ פִנָּה֙	0	“The cornerstone will come from Judah.” The most important ruler is spoken of as if he where the main foundation stone of a building. Alternate translation: “One of the descendants of Judah will become the most important ruler”
10:4	xep2		rc://*/ta/man/translate/writing-symlanguage	the cornerstone … the tent peg … the war bow	~	0	This could mean: (1) they may be symbolic language that refers to the Messiah who will come from the tribe of Judah or (2) they may refer to different leaders who will come from Judah.
10:4	q653		rc://*/ta/man/translate/figs-metaphor	from him will come the tent peg	~	0	“the tent peg will come from him.” The tent pegs held the ropes that supported tents in which people lived. Here the most important ruler is spoken of as if he where the main peg that holds a tent in place. Alternate translation: “the leader who will hold the nation together will come from Judah”
10:4	mgt1		rc://*/ta/man/translate/figs-metaphor	from him will come the war bow	~מִמֶּ֖⁠נּוּ מִלְחָמָ֑ה קֶ֣שֶׁת	0	“the war bow will come from him.” Here the most important ruler is spoken of as if he where the a war bow that was used in battle. Alternate translation: “the military leader will come from Judah”
10:4	cw1m			from him will come every ruler together	מִמֶּ֛⁠נּוּ יֵצֵ֥א כָל נוֹגֵ֖שׂ יַחְדָּֽו	0	Alternate translation: “every ruler will come from Judah”
10:5	sg3z		rc://*/ta/man/translate/figs-simile	They will be like warriors … streets in battle	~	0	The rulers from Judah are spoken of as if they were victorious warriors. Alternate translation: “They will be mighty in battle, trampling their enemies into the mud of the streets”
10:5	f7n7		rc://*/ta/man/translate/figs-idiom	who trample their enemies into the mud of the streets in battle	~	0	To trample them into the mud is an idiom that means to completely defeat them. Alternate translation: “who defeat their enemies completely”
10:5	xrr5		rc://*/ta/man/translate/figs-idiom	Yahweh is with them	יְהוָ֖ה עִמָּ֑⁠ם	0	Here “with them” is an idiom that means he is present to help them. Alternate translation: “Yahweh will help them”
10:5	a47d		rc://*/ta/man/translate/figs-metonymy	they will shame those who ride warhorses	וְ⁠הֹבִ֖ישׁוּ רֹכְבֵ֥י סוּסִֽים	0	Here shame accompanies and represents defeat. Alternate translation: “they will defeat their enemies who ride warhorses”
10:6	skk5				~	0	# General Information:\n\nIn verses 6–12, Yahweh is speaking to the people of Israel.
10:6	tf8l		rc://*/ta/man/translate/figs-metonymy	the house of Judah	בֵּ֣ית יְהוּדָ֗ה	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to the kingdom of Judah, which included the descendants of Judah and Benjamin. Alternate translation: “Judah” or “the kingdom of Judah” or “the people of Judah”
10:6	q4yn		rc://*/ta/man/translate/figs-metonymy	the house of Joseph	בֵּ֤ית יוֹסֵף֙	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to the kingdom of Israel. Alternate translation: “Israel” or “the kingdom of Israel” or “the people of Israel”
10:6	b62v		rc://*/ta/man/translate/figs-metaphor	I had not cast them off	~לֹֽא זְנַחְתִּ֑י⁠ם אֶת	0	This speaks of the people as a torn or dirty garment that Yahweh took off and threw away. This symbolizes rejection. Alternate translation: “I had not rejected them” (See also: [[rc://*/ta/man/translate/translate-symaction]])
10:7	zfa5		rc://*/ta/man/translate/figs-simile	Ephraim will be like a warrior	~אֶפְרַ֔יִם וְ⁠הָי֤וּ כְּמוֹ כְ⁠גִבּוֹר֙	0	“Ephraim” refers here to the northern kingdom of Israel. Warriors are strong. Alternate translation: “Ephraim will be very strong”
10:7	pg8l		rc://*/ta/man/translate/figs-synecdoche	their hearts will rejoice as with wine	~לִבָּ֖⁠ם וְ⁠שָׂמַ֥ח יָ֑יִן	0	Here “hearts” refers to the whole person. They will have the same joy as a person who is enjoying drinking wine. Alternate translation: “and they will be very happy” (See also: [[rc://*/ta/man/translate/figs-simile]])
10:7	u9gr			their children will see and rejoice. Their hearts will rejoice in me!	~וּ⁠בְנֵי⁠הֶם֙ יִרְא֣וּ וְ⁠שָׂמֵ֔חוּ לִבָּ֖⁠ם יָגֵ֥ל בַּ⁠יהוָֽה	0	Alternate translation: “their children will see what has taken place and will be happy because of what Yahweh has done for them!”
10:8	rt4z				~	0	# General Information:\n\nIn verses 6–12, Yahweh is speaking to the people of Israel.
10:8	h3zu			I will whistle	אֶשְׁרְקָ֥ה	0	To whistle is to produce a high, shrill sound with air through narrowed lips. It is often done to give a signal to other people, as here.
10:9	a419		rc://*/ta/man/translate/figs-metaphor	I sowed them among the peoples	וְ⁠אֶזְרָעֵ⁠ם֙ בָּֽ⁠עַמִּ֔ים	0	The exile of the people is spoken of as if they were seed that Yahweh had planted in a distant land.
10:10	qvy9			until there is no more room for them	~	0	The people will continue to go back to Judah and it will become crowded with no room for any more people to live there. This can be stated in positive form. Alternate translation: “and they will completely fill the land”
10:11	gh3n				~	0	# General Information:\n\nIn verses 6–12, Yahweh is speaking to the people of Israel.
10:11	kec9		rc://*/ta/man/translate/figs-metaphor	I will pass through the sea of their affliction	וְ⁠עָבַ֨ר בַּ⁠יָּ֜ם צָרָ֗ה	0	Scripture often refers to the sea as an image of many troubles and hardships. Here Yahweh speaks of himself accompanying the people to help them go through these afflictions. Alternate translation: “I will go with them and help them as they go through their many afflictions”
10:11	sq3e		rc://*/ta/man/translate/figs-idiom	I will strike the waves of that sea	~וְ⁠הִכָּ֤ה גַּלִּ֔ים בַ⁠יָּם֙	0	Here to “strike” the waves is an idiom that means he will stop the waves from forming. Stopping the afflictions of his people is spoken of as calming the waves of that sea. Alternate translation: “I will cause the waves of that sea of affliction to stop” (See also: [[rc://*/ta/man/translate/figs-metaphor]])
10:11	ve5n			will dry up all the depths of the Nile	וְ⁠הֹבִ֕ישׁוּ כֹּ֖ל מְצוּל֣וֹת יְאֹ֑ר	0	Alternate translation: “I will cause the Nile River to lose all its water”
10:11	h8a4		rc://*/ta/man/translate/figs-metonymy	The majesty of Assyria will be brought down	~גְּא֣וֹן אַשּׁ֔וּר וְ⁠הוּרַד֙	0	Here “the majesty of Assyria” probably refers to the Assyrian army. Alternate translation: “I will destroy Assyria’s proud army”
10:11	g3sx		rc://*/ta/man/translate/figs-metonymy	the scepter of Egypt will go away from the Egyptians	וְ⁠שֵׁ֥בֶט מִצְרַ֖יִם יָסֽוּר	0	Here “the scepter of Egypt” refers to the political power of Egypt. Alternate translation: “the power of Egypt to rule other nations will end”
10:12	wnc7			I will strengthen them in myself	וְ⁠גִבַּרְתִּי⁠ם֙ בַּֽ⁠יהוָ֔ה	0	Alternate translation: “I will cause them to be strong and to believe in me”
10:12	dh7y		rc://*/ta/man/translate/figs-123person	this is Yahweh’s declaration	~יְהוָֽה נְאֻ֖ם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Zechariah 1:4](../01/04.md). Alternate translation: “this is what Yahweh has declared” or “this is what I, Yahweh, have declared”
11:intro	up7e					0	# Zechariah 11 General Notes\n\n## Structure and formatting\n\nThis chapter unlike the previous one is a warning against the leaders amongst the exiles.\n\nSome translations set each line of poetry farther to the right than the rest of the text to make it easier to read. The ULT does this with the poetic song in 11:1–3, 17.\n\n## Important figures of speech in this chapter\n\n### Metaphor\n\nThis chapter uses an extended metaphor of sheep and shepherds to convey Yahweh’s dismay at the leaders during the exiles. (See: [[rc://*/ta/man/translate/figs-metaphor]])\n\n### Symbolism\n\nThe writer uses symbolism. Zechariah is told to become a shepherd. He uses two staffs and names them “Unity” and “Favor.” He does this very purposefully. In order to preserve this symbolism, it is important to pay attention to the specific words used. (See: [[rc://*/tw/dict/bible/kt/favor]])
11:1	d6vm		rc://*/ta/man/translate/figs-metaphor	Open your doors, Lebanon, that fire may devour	~פְּתַ֥ח דְּלָתֶ֑י⁠ךָ לְבָנ֖וֹן אֵ֖שׁ וְ⁠תֹאכַ֥ל	0	Not resisting what is about to happen is spoken of as if Lebanon were opening its doors. Here “Lebanon” is a metonym that represents the people of Lebanon. Alternate translation: “People of Lebanon, get ready, because fire will devour” or “People of Lebanon, do not try to stop the fire that will devour” (See also: [[rc://*/ta/man/translate/figs-metonymy]])
11:1	kmf3		rc://*/ta/man/translate/figs-metaphor	fire may devour your cedars	~אֵ֖שׁ וְ⁠תֹאכַ֥ל בַּ⁠אֲרָזֶֽי⁠ךָ	0	Fire completely burning up the cedars is spoken of as if the fire would devour the cedars. Alternate translation: “fire may completely destroy your cedars” or “fire may completely burn up your cedars”
11:2	fu2k		rc://*/ta/man/translate/figs-personification	Lament, cypress trees, for the cedar trees have fallen	~	0	Cypress trees are spoken of as if they could grieve like a human. Alternate translation: “If the trees were people, they would cry out in sorrow. The cypress trees stand alone because the cedars have burned and fallen”
11:2	fq53		rc://*/ta/man/translate/figs-activepassive	What was majestic has been devastated	אֲשֶׁ֥ר אַדִּרִ֖ים שֻׁדָּ֑דוּ	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “The majestic cedar trees are no more” or “The cedar trees were once majestic, but now they are ruined”
11:2	gbt2		rc://*/ta/man/translate/figs-personification	Lament, you oaks of Bashan, for the strong forest has gone down.	~הֵילִ֨ילוּ֙ אַלּוֹנֵ֣י בָשָׁ֔ן כִּ֥י ה⁠בצור יַ֥עַר יָרַ֖ד	0	The oaks of Bash are spoken of as if they could grieve like a human. Alternate translation: “If the oak trees in Bashan were people, they would wail, for their thick forests are gone”
11:3	pb1q			The shepherds howl	~הָ⁠רֹעִ֔ים ק֚וֹל יִֽלְלַ֣ת	0	Alternate translation: “The shepherds cry out loudly”
11:3	ji77		rc://*/ta/man/translate/figs-metonymy	for their glory has been destroyed	~כִּ֥י אַדַּרְתָּ֑⁠ם שֻׁדְּדָ֖ה	0	Here “their glory” probably represents the rich pastures that the shepherds led their sheep to. Alternate translation: “for their rich pastures are ruined”
11:3	h9cl		rc://*/ta/man/translate/figs-metonymy	for the pride of the Jordan River has been devastated	~כִּ֥י גְּא֥וֹן הַ⁠יַּרְדֵּֽן שֻׁדַּ֖ד	0	Here “the pride” probably represents the forests that grew near the Jordan River. Alternate translation: “because the trees and shrubbery where they lived by the Jordan River are ruined”
11:4	zxx9		rc://*/ta/man/translate/translate-symaction		~	0	# General Information:\n\nIn 11:4–17 is a story about two shepherds. This could mean: (1) Zechariah actually became a shepherd over a flock as a symbolic act showing how Yahweh will treat his people or (2) Zechariah tells a parable that teaches how Yahweh will treat his people. Since it is uncertain which of these meanings is correct, it would be best not to specify either option in the translation. (See also: [[rc://*/ta/man/translate/figs-parables]])
11:4	u48q			watch over the flock set aside for slaughter	~רְעֵ֖ה צֹ֥אן אֶת הַ⁠הֲרֵגָֽה	0	Alternate translation: “take care of a flock of sheep that the owners plan to slaughter”
11:5	ip1w		rc://*/ta/man/translate/figs-activepassive	are not punished	וְ⁠לֹ֣א יֶאְשָׁ֔מוּ	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “no one punishes them”
11:6	ljs6		rc://*/ta/man/translate/figs-123person	this is Yahweh’s declaration	~יְהוָ֑ה נְאֻם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Zechariah 1:4](../01/04.md). Alternate translation: “this is what Yahweh has declared” or “this is what I, Yahweh, have declared”
11:6	f3ps			See!	וְ⁠הִנֵּ֨ה	0	Alternate translation: “Listen!” or “Pay attention!”
11:6	t499		rc://*/ta/man/translate/figs-rpronouns	I myself	אָנֹכִ֜י	0	The word “myself” is used to emphasize that it is Yahweh who will do these things.
11:6	qz87		rc://*/ta/man/translate/figs-metonymy	turn over every person into the hand of his neighbor and into the hand of his king	~מַמְצִ֣יא עַל הָ⁠אָדָ֗ם אִ֤ישׁ בְּ⁠יַד אֶת רֵעֵ֨⁠הוּ֙ וּ⁠בְ⁠יַ֣ד מַלְכּ֔⁠וֹ	0	Here “hand” represents power or control. Alternate translation: “allow the people to harm each other and the king will oppress them”
11:6	sr77		rc://*/ta/man/translate/figs-metonymy	none of them will I deliver them from their hand	~	0	Here “hand” represents power or control. Alternate translation: “I will not save them from those who are harming them” or “I will not rescue them”
11:7	jsk4			for those who dealt in sheep	צֹ֣אן	0	Alternate translation: “for those who bought and sold sheep”
11:7	gy5l			Favor	נֹ֨עַם֙	0	Other versions of the Bible translate this word as “grace,” “beauty,” or “pleasant.”
11:8	kqz7			I became impatient with them,	~בִֽ⁠י בָּחֲלָ֥ה וָ⁠אַכְחִ֛ד נַפְשִׁ⁠י֙	0	This could mean: (1) “them” refers to the three shepherds or (2) “them” refers to the sheep owners.
11:9	cnt4		rc://*/ta/man/translate/figs-activepassive	the sheep that are being destroyed—let them be destroyed	תִּכָּחֵ֔ד וְ⁠הַ֨⁠נִּשְׁאָר֔וֹת	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “the sheep that are perishing—let them perish” or “the sheep that are to wander and get lost—let them get lost”
11:11	m881		rc://*/ta/man/translate/figs-activepassive	the covenant was broken	וַ⁠תֻּפַ֖ר	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “the covenant ended”
11:11	ve5p		rc://*/ta/man/translate/figs-explicit	knew that Yahweh had spoken	~וַ⁠יֵּדְע֨וּ כִּ֥י יְהוָ֖ה דְבַר	0	It is implied that those watching knew Yahweh was giving them a message through the breaking of the staff. Alternate translation: “knew that Yahweh had given them a message”
11:12	x7fr		rc://*/ta/man/translate/figs-explicit	thirty pieces of silver	~	0	It is implied that this was very little pay for the shepherd. Alternate translation: “only thirty pieces of silver”
11:12	zf3a		rc://*/ta/man/translate/translate-numbers	thirty pieces	~	0	“30 pieces”
11:13	dv1a			treasury	הַ⁠יּוֹצֵ֔ר	0	This is the place in the temple of Yahweh where the priests kept the money. Many versions of the Bible translate this as “potter.” This is the person who would melt metal to make vessels out of it. Here Yahweh would mean that the payment is so small that the shepherd should have the silver melted to show how insulted he was.
11:13	ye4f		rc://*/ta/man/translate/figs-irony	the excellent price	~יָקַ֖רְתִּי הַ⁠יְקָ֔ר	0	Yahweh uses irony to say that this price was very small for a shepherd doing Yahweh’s work. Alternate translation: “the ridiculously small amount of money”
11:14	js8t		rc://*/ta/man/translate/figs-metonymy	between Judah and Israel	~בֵּ֥ין וּ⁠בֵ֥ין יְהוּדָ֖ה אֶת יִשְׂרָאֵֽל	0	Here “Judah” represents the people of the southern kingdom and “Israel” represents the people of the northern kingdom. Alternate translation: “between the people of Judah and the people of Israel”
11:16	t1g5		rc://*/ta/man/translate/figs-idiom	I am about to set in place a shepherd in the land	אָנֹכִי֩ מֵקִ֨ים רֹעֶ֜ה בָּ⁠אָ֗רֶץ	0	Here “set in place” is an idiom. Alternate translation: “I am about to appoint a shepherd in the land” or “I am about to put a shepherd in charge in the land”
11:16	qq2g			the fattened sheep	~הַ⁠נַּ֣עַר הַ⁠בְּרִיאָה֙	0	Alternate translation: “the fattest sheep” or “the best sheep”
11:16	wwi6			will tear off their hooves	~יְפָרֵֽק וּ⁠פַרְסֵי⁠הֶ֖ן	0	This was probably done as an act of cruelty.
11:17	wum9		rc://*/ta/man/translate/figs-metonymy	May the sword	חֶ֥רֶב	0	Here “sword” represents enemies who will attack the shepherd. Alternate translation: “May enemies”
11:17	zwk6		rc://*/ta/man/translate/figs-idiom	come against his arm and his right eye	~וְ⁠עַל זְרוֹע֖⁠וֹ עֹזְבִ֣י יְמִינ֑⁠וֹ יְמִינ֖⁠וֹ עֵ֣ין	0	Here “come against” is an idiom. Alternate translation: “strike and wound his right arm and pierce his right eye”
11:17	gqb9		rc://*/ta/man/translate/figs-metonymy	his arm	~זְרוֹע֖⁠וֹ עֹזְבִ֣י	0	Here “arm” represents the power to fight.
11:17	c27h		rc://*/ta/man/translate/figs-explicit	his right eye	~יְמִינ֖⁠וֹ עֵ֣ין	0	A soldier would use his right eye to look around the shield that he held with his left hand. If his right eye was wounded, he would not be able to see to fight in war.
11:17	h47i			his arm wither away	זְרֹע⁠וֹ֙ יָב֣וֹשׁ תִּיבָ֔שׁ	0	Alternate translation: “his arm waste away” or “his arm become completely useless”
12:intro	cr4a					0	# Zechariah 12 General Notes\n\n## Structure and formatting\n\nSimilar to chapter 11, this chapter is written mainly in prose and is talking about Jerusalem.\n\n## Special concepts in this chapter\n\n### Prophecy\n\nVerses 10–11 are quoted in the New Testament and apply to Jesus’ death on the cross. (See: [[rc://*/tw/dict/bible/kt/cross]])
12:1	vy11				~	0	# General Information:\n\nThese verses begin a section that tells about the coming attack against Jerusalem and how God will rescue the city.
12:1	mz3s		rc://*/ta/man/translate/figs-metaphor	who stretched out the skies	~נֹטֶ֤ה עַל שָׁמַ֨יִם֙	0	This is a metaphor that speaks of the sky as if it were like a scroll that is rolled up and needs to be stretched out. Alternate translation: “the one who created the sky”
12:1	gzl6		rc://*/ta/man/translate/figs-metaphor	laid the foundation of the earth	וְ⁠יֹסֵ֣ד אָ֔רֶץ	0	This is a metaphor that speaks of the earth as if it were a building with a foundation. Alternate translation: “put all the earth into place”
12:1	gnm5			fashions the spirit of mankind within man	וְ⁠יֹצֵ֥ר רֽוּחַ אָדָ֖ם בְּ⁠קִרְבּֽ⁠וֹ	0	This is a metaphor that speaks of the spirit as if it were like clay that a potter shapes. Alternate translation: “creates the human spirit”
12:2	ez4w		rc://*/ta/man/translate/figs-metaphor	I am about to make Jerusalem into a cup … to stagger about	~	0	Yahweh using Jerusalem to punish the surrounding peoples is spoken of as if Yahweh would make Jerusalem a cup full of an alcoholic drink that will cause the surrounding peoples to get drunk and stagger. Alternate translation: “Soon it will be like I make Jerusalem into a cup … to stagger about”
12:2	s5lx		rc://*/ta/man/translate/figs-metonymy	into a cup	סַף	0	Here “cup” represents the cup and the contents within the cup. Alternate translation: “into a cup full of wine” or “into a cup full of an alcoholic drink”
12:2	h8sn		rc://*/ta/man/translate/figs-personification	surrounding her	~סָבִ֑יב רַ֛עַל	0	Here “her” refers to the city of Jerusalem. It was common in Hebrew to speak of a city or country as if it were a woman.
12:3	u546		rc://*/ta/man/translate/figs-metaphor	I will make Jerusalem a heavy stone for all the peoples	~אָשִׂ֨ים יְרוּשָׁלִַ֜ם מַֽעֲמָסָה֙ אֶ֤בֶן לְ⁠כָל וְ⁠הָיָ֣ה הָ֣⁠עַמִּ֔ים	0	Yahweh using Jerusalem to punish the surrounding peoples is spoken of as if he would make Jerusalem a heavy stone. Alternate translation: “It will be like I will make Jerusalem a heavy stone for all the peoples”
12:4	h97f				~	0	# General Information:\n\nThese verses continue telling about the coming attack against Jerusalem and how God will rescue the city.
12:4	w42z		rc://*/ta/man/translate/figs-metaphor	Over the house of Judah I will open my eyes	~וְ⁠עַל בֵּ֤ית יְהוּדָה֙ אֶפְקַ֣ח עֵינַ֔⁠י	0	Opening eyes over someone here is a metaphor for wanting to do good things for that person. Alternate translation: “I will do good things for the house of Judah” or “I will protect the house of Judah”
