Reference	ID	Tags	SupportReference	Quote	OrigQuote	Occurrence	Note
43:5	r649			Behold	וְ⁠הִנֵּ֛ה	0	Your language may have a different word to show that Ezekiel was surprised by what he saw.
43:7	p4vj		rc://*/ta/man/translate/figs-metaphor	the corpses of their kings	וּ⁠בְ⁠פִגְרֵ֥י מַלְכֵי⁠הֶ֖ם	0	The idols that the people’s kings worshiped are spoken of as if they are corpses because the idols are not alive. Alternate translation: “the lifeless idols that their kings worshiped”
43:8	z6lz			They profaned	~אֲשֶׁ֣ר עָשׂ֔וּ אֶת	0	Alternate translation: “The Israelites profaned”
43:8	lyg4			disgusting actions	בְּ⁠תֽוֹעֲבוֹתָ⁠ם֙	0	“the disgusting things they did.” God was angry because the people were worshiping idols and false gods. See how you translated this in [Ezekiel 5:9](../05/09.md).
43:8	c7nz		rc://*/ta/man/translate/figs-idiom	consumed them with my anger	~וָ⁠אֲכַ֥ל בְּ⁠אַפִּֽ⁠י	0	The phrase “consumed” here means “completely destroyed.” Alternate translation: “completely destroyed them because I was angry”
43:9	mkm1		rc://*/ta/man/translate/figs-metaphor	the corpses of their kings	וּ⁠פִגְרֵ֥י מַלְכֵי⁠הֶ֖ם	0	The idols that the people’s kings worshiped are spoken of as if they are corpses because the idols are not alive. See how you translated this in [Ezekiel 43:7](../43/07.md). Alternate translation: “the lifeless idols that their kings worshiped”
43:10	gg2b			this description	תָּכְנִֽית	0	Alternate translation: “this pattern” or “this plan”
43:11	e5qp		rc://*/ta/man/translate/figs-synecdoche	before their eyes	~אֶת לְ⁠עֵֽינֵי⁠הֶ֑ם	0	Here the Israelites are referred to by their “eyes” to emphasize what they see. See how you translated this in [Ezekiel 21:6](../21/06.md). Alternate translation: “before them” or “before the Israelite people”
43:11	i8xe			will keep to all its design	~וְ⁠יִשְׁמְר֞וּ כָּל צוּרָת֛⁠וֹ	0	Alternate translation: “will keep its pattern”
43:12	rn66			the regulation	~עַל תּוֹרַ֣ת	0	Alternate translation: “the instruction” or “the rule”
43:12	pq2x			the surrounding border	גְּבֻל֞⁠וֹ	0	The word “border” probably refers to the wall that goes all the way around the temple.
43:12	n333			most holy	קֹ֣דֶשׁ	0	Alternate translation: “absolutely holy”
43:12	yaf4			Behold!	הִנֵּה	0	“This is important!” Your language may have a way of indicating that the words that follow are important.
43:13	s3d3		rc://*/ta/man/translate/translate-bdistance	a cubit	וְ⁠חֵ֨יק	0	Each “long cubit” was about 54 centimeters. You may choose not to include this information if you give modern measurements instead of “cubits” as the UST does. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “about 54 centimeters”
43:13	bu5v			The border around its surrounding edge	~וּ⁠גְבוּלָ֨⁠הּ סָבִיב֙ שְׂפָתָ֤⁠הּ	0	Alternate translation: “The border going around its edge”
43:13	mj2w		rc://*/ta/man/translate/translate-bdistance	one span	זֶ֣רֶת	0	A span was 23 centimeters. You may choose not to include this information if you give modern measurements instead of “cubits” as the UST does. Alternate translation: “about 23 centimeters”
43:13	ep6b			This will be the base of the altar	וְ⁠זֶ֖ה גַּ֥ב הַ⁠מִּזְבֵּֽחַ	0	Alternate translation: “These will be the measurements of the base of the altar”
43:13	y37z			the base of the altar	גַּ֥ב הַ⁠מִּזְבֵּֽחַ	0	Alternate translation: “the bottom supporting the altar” or “the foundation of the altar”
43:14	uab7		rc://*/ta/man/translate/translate-bdistance	two cubits … four cubits	~	0	Each “long cubit” was about 54 centimeters. You may choose not to include this information if you give modern measurements instead of “cubits” as the UST does. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “about 1.1 meters … about 2.2 meters”
43:14	a8sb			ledge	הָ⁠עֲזָרָ֤ה הָ⁠עֲזָרָ֤ה	0	a narrow and flat surface that sticks out from a wall
43:15	g3f7			The hearth	וְ⁠הַֽ⁠הַרְאֵ֖ל	0	the place where sacrifices were either cooked or burnt up with fire
43:15	spz8		rc://*/ta/man/translate/translate-bdistance	four cubits	אַרְבַּ֣ע אַמּ֑וֹת	0	Each “long cubit” was about 54 centimeters. You may choose not to include this information if you give modern measurements instead of “cubits” as the UST does. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “about 2.2 meters”
43:15	c46r			horns	הַ⁠קְּרָנ֖וֹת	0	The horns were the parts of the altar at the four corners of the altar that stuck up above the rest of the altar.
43:16	xxn8		rc://*/ta/man/translate/translate-bdistance	twelve cubits	שְׁתֵּ֤ים עֶשְׂרֵה֙	0	Each “long cubit” was about 54 centimeters. You may choose not to include this information if you give modern measurements instead of “cubits” as the UST does. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “about 2.2 meters”
43:17	erf8		rc://*/ta/man/translate/translate-bdistance	fourteen cubits … a half cubit … a cubit	~	0	Each “long cubit” was about 54 centimeters. You may choose not to include this information if you give modern measurements instead of “cubits” as the UST does. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “about 7.6 meters … about 27 centimeters … about 54 centimeters”
43:17	swm9			with its steps facing east	וּ⁠מַעֲלֹתֵ֖⁠הוּ פְּנ֥וֹת קָדִֽים	0	Alternate translation: “with steps on the east side of the altar” or “and the altar’s steps are on its east side”
43:18	t97x			he said	וַ⁠יֹּ֣אמֶר	0	Alternate translation: “Yahweh said”
43:18	g966			Son of man	בֶּן אָדָם֙	0	God calls Ezekiel this to emphasize that Ezekiel is only a human being. God is eternal and powerful, but humans are not. See how you translated this in [Ezekiel 2:1](../02/01.md). Alternate translation: “Mortal person” or “Human”
43:18	e9g4			the regulations	חֻקּ֣וֹת	0	Alternate translation: “the rules” or “the instructions”
43:19	kl54		rc://*/ta/man/translate/figs-you	You will	~אֶל וְ⁠נָתַתָּ֣ה	0	The word “you” is singular.
43:19	q7f2		rc://*/ta/man/translate/figs-123person	this is the Lord Yahweh’s declaration	~אֲדֹנָ֥⁠י נְאֻ֛ם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Ezekiel 5:11](../05/11.md). Alternate translation: “this is what the Lord Yahweh has declared” or “this is what I, the Lord Yahweh, have declared”
43:20	w2ku		rc://*/ta/man/translate/figs-you	Then you will take	~וְ⁠אֶֽל וְ⁠לָקַחְתָּ֣	0	The word “you” is singular. See how you translated this in [Ezekiel 43:19](../43/19.md).
43:20	d2gh			four horns	אַרְבַּ֤ע קַרְנֹתָי⁠ו֙	0	The horns were the parts of the altar at the four corners of the altar that stuck up above the rest of the altar. See how you translated this in [Ezekiel 43:15](../43/15.md).
43:22	wq8s		rc://*/ta/man/translate/figs-pronouns	you will offer	תַּקְרִ֛יב	0	The word “you” and the command refer to Ezekiel and so are singular. See how you translated this in [Ezekiel 43:19](../43/19.md). (See also: [[rc://*/ta/man/translate/figs-you]])
43:23	du6v		rc://*/ta/man/translate/figs-pronouns	you finish … offer	~	0	All instances of “you” and the commands refer to Ezekiel and so are singular. See how you translated this in [Ezekiel 43:19](../43/19.md). (See also: [[rc://*/ta/man/translate/figs-you]])
43:24	i436			Offer them before Yahweh	וְ⁠הִקְרַבְתָּ֖⁠ם לִ⁠פְנֵ֣י יְהוָ֑ה	0	The altar on which they will sacrifice the bull and ram is in front of the temple, where the presence of Yahweh dwells.
43:25	kse4		rc://*/ta/man/translate/figs-pronouns	You must prepare	תַּעֲשֶׂ֥ה	0	This is spoken to Ezekiel and so the word “You” is singular. See how you translated this in [Ezekiel 43:19](../43/19.md). (See also: [[rc://*/ta/man/translate/figs-you]])
43:27	w2ig			it will come about that	יַעֲשׂ֨וּ	0	This phrase is used here to mark an important part of the instructions. If your language has a way for doing this, you could consider using it here.
43:27	c3ch		rc://*/ta/man/translate/figs-pronouns	your burnt offerings … your peace offerings … accept you	~	0	The words “your” and “you” are second person plural and refer to the people of Israel in general. (See also: [[rc://*/ta/man/translate/figs-you]])
43:27	l94i			will accept you	וְ⁠רָצִ֣אתִי אֶתְ⁠כֶ֔ם	0	Alternate translation: “will gladly receive you”
44:intro	jl5n					0	# Ezekiel 44 General Notes\n\n## Structure and formatting\n\nInstructions for the new temple and city continue in this chapter. Foreigners and the Levites who have worshiped idols are not allowed in the temple. The priests alone will do the temple work. (See: [[rc://*/tw/dict/bible/kt/temple]] and [[rc://*/tw/dict/bible/kt/priest]])
44:1	zm7u			to the outer sanctuary gate that faced east	~הַֽ⁠חִיצ֔וֹן הַ⁠מִּקְדָּשׁ֙ שַׁ֤עַר הַ⁠פֹּנֶ֖ה קָדִ֑ים	0	Alternate translation: “to the outer sanctuary gate on the east side of the temple”
44:2	n9ff		rc://*/ta/man/translate/figs-activepassive	it will not be opened	~לֹא יִהְיֶ֜ה יִפָּתֵ֗חַ	0	This can be translated in active form. Alternate translation: “no one will open it”
44:2	zv5f			the God of Israel	אֱלֹהֵֽי יִשְׂרָאֵ֖ל	0	See how you translated this in [Ezekiel 8:4](../08/04.md).
44:3	pv9b			He will enter by way of the gate’s portico and go out the same way	~ה֛וּא יָב֔וֹא מִ⁠דֶּ֨רֶךְ הַ⁠שַּׁ֨עַר֙ אֻלָ֤ם וּ⁠מִ⁠דַּרְכּ֖⁠וֹ יֵצֵֽא	0	He will enter the courtyard through another gate and then sit in the portico of the east gate and eat.
44:3	x28c			portico	אֻלָ֤ם	0	covering in front of an entrance with columns or posts for support. In this case, the portico opens into the courtyard and is between the entrance to the temple and the inside of the gate. See how you translated this in [Ezekiel 8:16](../08/16.md).
44:3	gk1x			before Yahweh	לִ⁠פְנֵ֣י יְהוָ֑ה	0	Alternate translation: “in front of Yahweh” or “in the presence of Yahweh”
44:4	ztc8			Then he	וַ⁠יְבִיאֵ֜⁠נִי	0	This could mean: (1) “Then the man” or (2) “Then Yahweh.”
44:4	qy4q			behold	וְ⁠הִנֵּ֛ה	0	The word “behold” here shows that Ezekiel was surprised by what he saw.
44:4	r9tj			the glory of Yahweh	כְבוֹד יְהוָ֖ה	0	See how you translated this in [Ezekiel 1:28](../01/28.md).
44:4	sbu8		rc://*/ta/man/translate/figs-idiom	I fell to my face	וָ⁠אֶפֹּ֖ל אֶל פָּנָֽ⁠י	0	“I bowed down to the ground” or “I lay on the ground.” Ezekiel did not fall by accident. He went down to the ground to show that he respected and feared Yahweh. See how you translated this in [Ezekiel 1:28](../01/28.md).
44:5	ws2h		rc://*/ta/man/translate/figs-idiom	set your heart	שִׂ֣ים לִבְּ⁠ךָ֩	0	“pay attention to” or “think about.” Translate as you translated “fix your mind on” in [Ezekiel 40:4](../40/04.md).
44:5	drb4			all its regulations	וּ⁠לְ⁠כָל תּֽוֹרֹתָ֑יו	0	Alternate translation: “all the instructions about the house of Yahweh”
44:6	zau2		rc://*/ta/man/translate/figs-metonymy	the house of Israel	~בֵּ֣ית יִשְׂרָאֵ֔ל יִשְׂרָאֵֽל	0	The word “house” is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 3:1](../03/01.md). Alternate translation: “the Israelites” or “the Israelite people group”
44:6	az1c			Let all of your disgusting actions be enough for you	~מִֽ⁠כָּל תּוֹעֲבֽוֹתֵי⁠כֶ֖ם רַב לָ⁠כֶ֛ם	0	Alternate translation: “Your disgusting actions have been more than enough for you” or “You have done far too many disgusting deeds”
44:6	bca6			disgusting actions	תּוֹעֲבֽוֹתֵי⁠כֶ֖ם	0	See how you translated this in [Ezekiel 5:9](../05/09.md).
44:10	p8aq		rc://*/ta/man/translate/figs-metaphor	went far from me … wandered away from me, going after their idols	~	0	The way a person lives is spoken of as walking on a path. Alternate translation: “stopped worshiping me … stopped doing what I wanted them to do. Instead, they worshiped their idols”
44:11	bkp6			are servants in my sanctuary	~וְ⁠הָי֤וּ מְשָׁ֣רְתִ֔ים אֶל בְ⁠מִקְדָּשִׁ⁠י֙	0	Alternate translation: “will be the servants in my temple”
44:11	mm2d			watching the gates of the house	~פְּקֻדּוֹת֙ שַׁעֲרֵ֣י הַ⁠בָּ֑יִת	0	Alternate translation: “performing guard duty at the gates of the house”
44:11	x5sq			they will stand before the people and serve them	~יַעַמְד֥וּ לִ⁠פְנֵי⁠הֶ֖ם לְ⁠שָֽׁרְתָֽ⁠ם וְ⁠אֶת	0	Alternate translation: “these Levites will stand before the people, so that they can serve the people”
44:12	q5px		rc://*/ta/man/translate/figs-metaphor	became stumbling blocks for sin for the house of Israel	~וְ⁠הָי֥וּ לְ⁠מִכְשׁ֣וֹל עָוֺ֑ן לְ⁠בֵֽית יִשְׂרָאֵ֖ל	0	A person who causes another person to sin is spoken of as if he were something on a path over which people stumble. Alternate translation: “became people who caused the house of Israel to sin”
44:12	z6se		rc://*/ta/man/translate/figs-metonymy	the house of Israel	לְ⁠בֵֽית יִשְׂרָאֵ֖ל	0	The word “house” is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 3:1](../03/01.md). Alternate translation: “the Israelites” or “the Israelite people group”
44:12	vr22		rc://*/ta/man/translate/translate-symaction	I will lift up my hand to swear an oath	~אֲשֶׁ֨ר נָשָׂ֨אתִי יָדִ֜⁠י עֲלֵי⁠הֶ֗ם עַל	0	In those days a person would raise his right hand to show that he realized that God would punish him if he did not do what he swore to do. See how you translated these words in [Ezekiel 20:6](../20/06.md). Alternate translation: “I will solemnly swear”
44:12	y3kn			against them	עַל	0	Alternate translation: “that I will punish them”
44:12	pf4z		rc://*/ta/man/translate/figs-123person	this is the Lord Yahweh’s declaration	~אֲדֹנָ֣⁠י נְאֻם֙	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Ezekiel 5:11](../05/11.md). Alternate translation: “this is what the Lord Yahweh has declared” or “this is what I, the Lord Yahweh, have declared”
44:12	q681		rc://*/ta/man/translate/figs-abstractnouns	they will bear their punishment	וְ⁠נָשְׂא֖וּ עֲוֺנָֽ⁠ם	0	If your language does not use an abstract noun for the idea behind the word **punishment**, you can express the same idea with a verbal form. Alternate translation: “I will certainly punish them”
44:13	hx8g			They	אֵלַ⁠י֙	0	the Levites ([Ezekiel 44:10](../44/10.md))
44:13	ae27			They will not come near	~אֵלַ⁠י֙ וְ⁠לֹֽא יִגְּשׁ֤וּ	0	“I will not permit them to come near.” Yahweh does not want them to come to him the way a servant comes to a king to receive commands, as the descendants of Zadok will do ([Ezekiel 40:46](../40/46.md)).
44:13	bca3			will bear their reproach and their guilt	וְ⁠נָֽשְׂאוּ֙ כְּלִמָּתָ֔⁠ם וְ⁠תוֹעֲבוֹתָ֖⁠ם	0	Alternate translation: “will be ashamed and suffer when I punish them”
44:13	wq95			disgusting actions	כְּלִמָּתָ֔⁠ם וְ⁠תוֹעֲבוֹתָ֖⁠ם	0	“the disgusting things you do.” God was angry because the people were worshiping idols and false gods. See how you translated this in [Ezekiel 5:9](../05/09.md).
44:14	er59			keepers	שֹׁמְרֵ֖י מִשְׁמֶ֣רֶת	0	people who guard or take care of something
44:14	u8yv		rc://*/ta/man/translate/figs-activepassive	that is done in it	יֵעָשֶׂ֖ה בּֽ⁠וֹ	0	This can be translated in active form. Alternate translation: “that they need to do in it”
44:15	s5we			those sons of Zadok who fulfilled	בְּנֵ֣י צָד֗וֹק אֲשֶׁ֨ר שָׁמְר֜וּ	0	Alternate translation: “who are descendants of Zadok and fulfilled”
44:17	xb3e			So it will be that	וְ⁠הָיָ֗ה בְּ⁠בוֹאָ⁠ם֙	0	Alternate translation: “So”
44:17	c13p			the inner courtyard	~הַ⁠פְּנִימִ֔ית הֶ⁠חָצֵ֣ר	0	See how you translated this in [Ezekiel 8:16](../08/16.md).
44:17	m5aw			linen	פִשְׁתִּ֖ים	0	See how you translated this in [Ezekiel 9:2](../09/02.md).
44:17	rj5i			wool	צֶ֔מֶר	0	cloth or clothing made of the soft hair of sheep
44:18	k7zt			turbans	פַּאֲרֵ֤י	0	A turban is a head covering that is that is made of a long cloth wrapped around the head.
44:19	ufa8			outer courtyard	~הַ⁠חִיצוֹנָ֜ה הֶ⁠חָצֵ֨ר	0	See how you translated this in [Ezekiel 10:5](../10/05.md).
44:20	qi2j			must trim the hair of their heads	~כָּס֥וֹם אֶת יִכְסְמ֖וּ	0	must keep their hair neat
44:22	ni4q			widow	וְ⁠אַלְמָנָה֙	0	a woman whose husband has died
44:22	b3xu			from the line of the house of Israel	בֵּ֣ית יִשְׂרָאֵ֔ל	0	Alternate translation: “who is a descendant of the people of Israel”
44:22	u2pa		rc://*/ta/man/translate/figs-metonymy	the house of Israel	בֵּ֣ית יִשְׂרָאֵ֔ל	0	The word “house” is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 3:1](../03/01.md). Alternate translation: “the Israelites” or “the Israelite people group”
44:24	ubl2			In a dispute they will stand to judge with my decrees	~וְ⁠עַל רִ֗יב יַעַמְד֣וּ ל⁠שפט בְּ⁠מִשְׁפָּטַ֖⁠י	0	Alternate translation: “When people are arguing, they will be the ones who decide who is right by applying my laws”
44:27	zz6v		rc://*/ta/man/translate/figs-123person	this is the Lord Yahweh’s declaration	~אֲדֹנָ֥⁠י נְאֻ֖ם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Ezekiel 5:11](../05/11.md). Alternate translation: “this is what the Lord Yahweh has declared” or “this is what I, the Lord Yahweh, have declared”
44:28	gcp2		rc://*/ta/man/translate/figs-pronouns	you	תִתְּנ֤וּ	0	The word “you” refers to the people of Israel and so is plural.
44:28	rs2h			property	וַ⁠אֲחֻזָּ֗ה	0	land that a person owns and uses to provide for the needs of his family
44:28	p1ts			in Israel	בְּ⁠יִשְׂרָאֵ֔ל	0	Alternate translation: “in the land of Israel”
44:30	f4lm			every contribution, anything from all of your contributions	~וְ⁠כָל תְּר֣וּמַת תְּרוּמ֣וֹתֵי⁠כֶ֔ם מִ⁠כֹּל֙	0	Alternate translation: “every gift of whatever kind from all your gifts” or “all gifts of every sort of all of your gifts”
44:30	k6ar		rc://*/ta/man/translate/figs-idiom	so that blessing may rest on your house	~יִֽהְיֶ֑ה בְּרָכָ֖ה כֹּ֗ל לְ⁠הָנִ֥יחַ כֹ֜ל בֵּיתֶֽ⁠ךָ	0	This phrase means “so that I will bless your family and everything that belongs to you.”
44:31	ydb2		rc://*/ta/man/translate/figs-activepassive	or animal torn by a beast, whether bird or beast	~וּ⁠טְרֵפָ֔ה וּ⁠טְרֵפָ֔ה הַ⁠בְּהֵמָ֑ה מִן הָ⁠ע֖וֹף וּ⁠מִן	0	This can be translated in active form. Alternate translation: “or any creature that a bird or a wild animal has torn apart”
45:intro	csg9					0	# Ezekiel 45 General Notes\n\n## Structure and formatting\n\nInstructions for the new temple and city continue in this chapter. There should be an area around the temple complex for the homes of the priests and Levites who work at the temple. People should celebrate the festivals. (See: [[rc://*/tw/dict/bible/kt/temple]] and [[rc://*/tw/dict/bible/kt/priest]])
45:1	j186		rc://*/ta/man/translate/translate-bdistance	twenty-five thousand cubits in length … ten thousand cubits in width	~	0	Each cubit was about 54 centimeters. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “25,000 cubits long … 10,000 cubits wide” or “about 13.5 kilometers long … about 5.4 kilometers wide”
45:1	rhe7			all its area round about	בְ⁠כָל גְּבוּלָ֖⁠הּ סָבִֽיב	0	Alternate translation: “all of the area inside of the borders around it”
45:2	ftd5		rc://*/ta/man/translate/translate-bdistance	five hundred cubits … fifty cubits in width	~	0	Each cubit was about 54 centimeters. Alternate translation: “500 cubits … 50 cubits wide” or “about 270 meters … about 27 meters wide”
45:3	u69s			this area	~הַ⁠זֹּאת֙ הַ⁠מִּדָּ֤ה	0	the temple and the border surrounding it
45:3	r52y			a portion	וְ⁠עֶשְׂרִים֙	0	Alternate translation: “a portion of land”
45:3	m67w		rc://*/ta/man/translate/translate-bdistance	twenty-five thousand cubits … ten thousand	~	0	Each long cubit was about 54 centimeters. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “25,000 cubits … 10,000 cubits” or “about 13.5 kilometers … about 5.4 kilometers”
45:6	h2xy		rc://*/ta/man/translate/translate-bdistance	five thousand cubits … twenty-five thousand	~	0	Each long cubit was about 54 centimeters. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “5,000 cubits … 25,000 cubits” or “about 2.7 kilometers … about 13.5 kilometers”
45:6	s6nx		rc://*/ta/man/translate/figs-activepassive	reserved for the holy place	תְּרוּמַ֣ת הַ⁠קֹּ֑דֶשׁ	0	This can be translated in active form. Alternate translation: “that you gave for the holy place”
45:7	uk1u		rc://*/ta/man/translate/figs-explicit	The length will correspond to the length of one of those portions	~וְ⁠אֹ֗רֶךְ לְ⁠עֻמּוֹת֙ אֶל הַ⁠חֲלָקִ֔ים אַחַ֣ד מִ⁠גְּב֥וּל גְּב֥וּל	0	It is implied that Ezekiel is comparing the prince’s land with the size of the land given to each of the tribes. Alternate translation: “The length will be the same as the length of one of the portions given to the tribes”
45:7	q8d9			from the west to the east	~אֲחֻזַּ֣ת יָ֖ם קָדִֽימָ⁠ה	0	It is implied that these are the western and eastern borders of the land of Israel. “from the western border of Israel at the sea to the eastern border at the Jordan River”
45:8	gh1k			This land will be property for the prince in Israel	~לָ⁠אָ֛רֶץ יִֽהְיֶה לַֽ⁠אֲחֻזָּ֖ה יִתְּנ֥וּ נְשִׂיאַ⁠י֙ בְּ⁠יִשְׂרָאֵ֑ל	0	Alternate translation: “This portion of the land will be the property of the prince among the people of Israel”
45:9	kn84		rc://*/ta/man/translate/figs-123person	this is the Lord Yahweh’s declaration	~אֲדֹנָ֥⁠י נְאֻ֖ם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Ezekiel 5:11](../05/11.md). Alternate translation: “this is what the Lord Yahweh has declared” or “this is what I, the Lord Yahweh, have declared”
45:9	s8kt			It is enough for you	רַב לָ⁠כֶם֙	0	Alternate translation: “You have done too many bad things” or “You have been acting badly for far too long”
45:10	a79w			scales	מֹֽאזְנֵי	0	an instrument that was used to weigh things that people sold or bought
45:11	ns5i			so that a bath will be a tenth of a homer	~אֶחָד֙ יִהְיֶ֥ה וַ⁠עֲשִׂירִ֤ת הַ⁠בָּ֑ת הַ⁠חֹ֖מֶר	0	Alternate translation: “so that ten baths will be the same amount as a homer”
45:11	s483		rc://*/ta/man/translate/translate-bvolume	homer	הַ⁠חֹ֖מֶר הַ⁠חֹ֖מֶר	0	about 220 liters
45:12	d171		rc://*/ta/man/translate/translate-bweight	shekel	~וְ⁠הַ⁠שֶּׁ֖קֶל שֶׁ֔קֶל	0	about 11 grams
45:12	x539		rc://*/ta/man/translate/translate-bweight	gerahs	גֵּרָ֑ה	0	about 0.55 grams
45:12	na75		rc://*/ta/man/translate/translate-bweight	mina	הַ⁠מָּנֶ֖ה	0	about 660 grams
45:13	cnf3		rc://*/ta/man/translate/figs-explicit	for every homer of wheat	מֵ⁠חֹ֣מֶר הַֽ⁠חִטִּ֔ים	0	It is implied that this is the amount of wheat that the people harvest. Alternate translation: “for every homer of wheat from the harvest”
45:14	u4gz			The regulation offering of oil will be a tenth of a bath	~וְ⁠חֹ֨ק מִן הַ⁠שֶּׁ֜מֶן הַ⁠שֶּׁ֗מֶן מַעְשַׂ֤ר הַ⁠בַּ֣ת הַ⁠בַּת֙	0	Alternate translation: “You must offer one tenth of a bath of oil”
45:15	nx2w			the watered regions of Israel	מִ⁠מַּשְׁקֵ֣ה יִשְׂרָאֵ֔ל	0	Alternate translation: “the parts of Israel that get a good amount of water”
45:15	j447		rc://*/ta/man/translate/figs-activepassive	will be used for	לְ⁠מִנְחָ֖ה	0	This can be translated in active form. Alternate translation: “you will use for”
45:17	nq7p			the fixed festivals	בְּ⁠כָֽל	0	the festivals that happen at the same time every year or month or week
45:17	kvb9		rc://*/ta/man/translate/figs-metonymy	the house of Israel	~אֶת בֵּ֣ית יִשְׂרָאֵ֑ל	0	The word “house” is a metonym for the family that lives in the house, in this case the Israelites, the descendants of Jacob over many years. See how you translated this in [Ezekiel 3:1](../03/01.md). Alternate translation: “the Israelites” or “the Israelite people group”
45:18	s8r4		rc://*/ta/man/translate/figs-123person	The Lord Yahweh says this	~אֲדֹנָ֣⁠י יְהוִה֒ אָמַר֮ כֹּה	0	Yahweh speaks of himself by name to remind Ezekiel and the people that what he is saying is important. See how you translated this in [Ezekiel 6:11](../06/11.md). Alternate translation: “I, the Lord Yahweh, say this”
45:18	kwy1		rc://*/ta/man/translate/translate-hebrewmonths	In the first month, on the first day of the month	~בָּֽ⁠רִאשׁוֹן֙ בָּֽ⁠רִאשׁוֹן֙ בְּ⁠אֶחָ֣ד בְּ⁠אֶחָ֣ד לַ⁠חֹ֔דֶשׁ	0	This is the first month of the Hebrew calendar. The first day is near the end of March on Western calendars. (See also: [[rc://*/ta/man/translate/translate-ordinal]])
45:18	zx5a		rc://*/ta/man/translate/figs-you	you will take	תִּקַּ֥ח	0	The word “you” is singular and refers to whoever is the prince in Israel.
45:20	rnr8		rc://*/ta/man/translate/translate-ordinal	on the seventh of the month	~הַ⁠בָּֽיִת בְּ⁠שִׁבְעָ֣ה בַ⁠חֹ֔דֶשׁ	0	“on the seventh day of the first month”
45:20	yp7i			for each person’s sin by accident or ignorance	~וְ⁠כֵ֤ן מֵ⁠אִ֥ישׁ שֹׁגֶ֖ה וּ⁠מִ⁠פֶּ֑תִי	0	Alternate translation: “for each person who had sinned without meaning to or because he did not know he was sinning” or “for each person who had sinned by accident or because he did not now what was right”
45:21	x1ac		rc://*/ta/man/translate/translate-hebrewmonths	In the first month on the fourteenth day of the month	~בָּ֠⁠רִאשׁוֹן בָּ֠⁠רִאשׁוֹן עָשָׂ֥ר יָמִ֔ים לַ⁠חֹ֔דֶשׁ	0	This is the first month of the Hebrew calendar. The fourteenth day is near the beginning of April. (See also: [[rc://*/ta/man/translate/translate-ordinal]])
45:21	h44r		rc://*/ta/man/translate/figs-you	for you	~בְּ⁠אַרְבָּעָ֨ה לָ⁠כֶ֖ם	0	The word “you” is plural and refers to the prince and the rest of the people of the house of Israel.
45:23	hij9			Seven bulls and seven unblemished rams	~שִׁבְעַ֖ת פָּ֠רִים שִׁבְעַ֣ת תְּמִימִם֙ אֵילִ֤ים	0	Alternate translation: “Seven bulls and seven rams that are completely healthy”
45:24	c8si			food offering	וּ⁠מִנְחָ֗ה	0	This is also called a “grain offering.”
45:24	a1wx		rc://*/ta/man/translate/translate-bvolume	an ephah	וְ⁠אֵיפָ֥ה	0	You may convert this to a modern measure. Alternate translation: “twenty-two liters”
45:24	h4z8		rc://*/ta/man/translate/translate-bvolume	a hin	הִ֥ין	0	You may convert this to a modern measure. Alternate translation: “four liters”
45:24	s3eh		rc://*/ta/man/translate/translate-bvolume	each ephah	לָ⁠אֵיפָֽה	0	You may convert this to a modern measure. Alternate translation: “each twenty-two liters”
45:25	fn33		rc://*/ta/man/translate/translate-hebrewmonths	In the seventh month on the fifteenth day of the month	~בַּ⁠שְּׁבִיעִ֡י בַּ⁠שְּׁבִיעִ֡י בַּ⁠חֲמִשָּׁה֩ עָשָׂ֨ר י֤וֹם לַ⁠חֹ֨דֶשׁ֙	0	This is the seventh month of the Hebrew calendar. The fifteenth day is near the beginning of October. (See also: [[rc://*/ta/man/translate/translate-ordinal]])
45:25	v9fx			at the festival	בֶּ⁠חָ֔ג	0	This is a different festival from the festival Ezekiel was describing before.
46:intro	b7h2					0	# Ezekiel 46 General Notes\n\n## Structure and formatting\n\nInstructions for the new temple and city continue in this chapter. This chapter focuses on many of the temple’s rules. (See: [[rc://*/tw/dict/bible/kt/temple]])
