Reference	ID	Tags	SupportReference	Quote	OrigQuote	Occurrence	Note
7:1	s8l3			after the king’s harvest	~אַחַ֖ר הַ⁠מֶּֽלֶךְ גִּזֵּ֥י	0	Alternate translation: “after the king takes his share from the harvest”
7:2	w1h8		rc://*/ta/man/translate/figs-ellipsis	please forgive	~נָ֔א סְֽלַֽח	0	The words “your people” or “us” are understood. Alternate translation: “please forgive your people” or “please forgive us”
7:2	wj76		rc://*/ta/man/translate/figs-metonymy	how will Jacob survive? For he is so small.	~מִ֥י יָק֖וּם יַֽעֲקֹ֑ב יָק֖וּם כִּ֥י הֽוּא קָטֹ֖ן	0	Here “Jacob” represents his descendants the Israelites. Alternate translation: “how will we Israelites survive? We are so small and weak!”
7:4	l39l			Look	~	0	The writer is telling the reader that something surprising is about to happen. Your language may have a way of doing this.
7:4	nk44			the Lord Yahweh called on fire to judge	~אֲדֹנָ֣⁠י יְהוִ֑ה קֹרֵ֛א בָּ⁠אֵ֖שׁ לָ⁠רִ֥ב	0	Alternate translation: “the Lord Yahweh used burning fire to punish the people”
7:5	l5ir		rc://*/ta/man/translate/figs-metonymy	how will Jacob survive? For he is so small.	~מִ֥י יָק֖וּם יַעֲקֹ֑ב יָק֖וּם כִּ֥י הֽוּא קָטֹ֖ן	0	Here “Jacob” represents his descendants the Israelites. See how you translated this in [Amos 7:2](../07/02.md). Alternate translation: “how will the Israelites survive? We are so small and weak!”
7:7	s6wg			plumb line	אֲנָ֑ךְ	0	thin rope with a weight at one end used in building to make sure walls stand straight up and down
7:8	tbb9		rc://*/ta/man/translate/figs-rquestion	what do you see?	~מָֽה רֹאֶה֙ אַתָּ֤ה רֹאֶה֙	0	Yahweh uses a question to teach Amos. Alternate translation: “tell me what you see.”
7:8	t5nq		rc://*/ta/man/translate/figs-metaphor	I will put a plumb line among my people Israel	הִנְ⁠נִ֨י שָׂ֤ם אֲנָךְ֙ בְּ⁠קֶ֨רֶב֙ עַמִּ֣⁠י יִשְׂרָאֵ֔ל	0	Judging the people and determining they are wicked is spoken of as if the Israelites were a wall, and Yahweh determines the wall is not straight by using a plumb line. Alternate translation: “my people Israel are wicked. They are like a wall that is not straight up and down”
7:9	j2t3		rc://*/ta/man/translate/figs-metonymy	The high places of Isaac will be destroyed, the sanctuaries of Israel will be ruined, and I will rise against the house of Jeroboam with the sword	~בָּמ֣וֹת יִשְׂחָ֔ק וְ⁠נָשַׁ֨מּוּ֙ וּ⁠מִקְדְּשֵׁ֥י יִשְׂרָאֵ֖ל יֶחֱרָ֑בוּ וְ⁠קַמְתִּ֛י עַל בֵּ֥ית יָרָבְעָ֖ם בֶּ⁠חָֽרֶב	0	Here “sword” represents an army. If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “I will send an army to attack the house of Jeroboam, and the army will destroy the high places of Isaac and the sanctuaries of Israel” (See also: [[rc://*/ta/man/translate/figs-activepassive]])
7:9	u5md		rc://*/ta/man/translate/figs-metonymy	Isaac … Israel	~	0	Both of these represent the people of Israel. Alternate translation: “the descendants of Isaac … the people of Israel”
7:9	g5em		rc://*/ta/man/translate/figs-metonymy	the house of Jeroboam	בֵּ֥ית יָרָבְעָ֖ם	0	Here “house” represents “family.” Translate “Jeroboam” as you did in [Amos 1:1](../01/01.md). Alternate translation: “Jeroboam and his family”
7:10	g3gt			Amaziah, the priest of Bethel	אֲמַצְיָה֙ כֹּהֵ֣ן בֵּֽית אֵ֔ל	0	This could mean: (1) Amaziah was the only priest at Bethel or (2) Amaziah was the leader of the priests at Bethel.
7:10	wue4		rc://*/ta/man/translate/translate-names	Amaziah	אֲמַצְיָה֙	0	This is the name of a man.
7:10	xez3		rc://*/ta/man/translate/figs-metonymy	Amos has conspired against you in the middle of the house of Israel	~עָמ֗וֹס קָשַׁ֨ר עָלֶ֜י⁠ךָ בְּ⁠קֶ֨רֶב֙ בֵּ֣ית יִשְׂרָאֵ֔ל	0	Here “house” represents “people.” Alternate translation: “Amos is right here among the Israelites, and he is planning to do bad things to you”
7:10	zcx9		rc://*/ta/man/translate/figs-metonymy	The land cannot bear all his words	~הָ⁠אָ֔רֶץ לֹא תוּכַ֣ל לְ⁠הָכִ֖יל אֶת כָּל דְּבָרָֽי⁠ו	0	Here “land” represents “people.” Disrupting the peace is spoken of as if Amos’s words were a heavy object that the land could not carry. Alternate translation: “What his is saying disturb the peace among the people” or “His message will cause trouble among the people” (See also: [[rc://*/ta/man/translate/figs-metaphor]])
7:11	s5sq		rc://*/ta/man/translate/figs-metonymy	Jeroboam will die by the sword	~יָרָבְעָ֑ם יָמ֣וּת בַּ⁠חֶ֖רֶב	0	Here “sword” represents the enemies. Alternate translation: “Enemies will kill Jeroboam”
7:12	bi7d		rc://*/ta/man/translate/figs-idiom	there eat bread and prophesy	~שָׁ֣ם וֶ⁠אֱכָל לֶ֔חֶם וְ⁠שָׁ֖ם תִּנָּבֵֽא	0	Here “eat bread” is an idiom that means to earn money or make a living for doing something. Alternate translation: “see if you can get the people there to pay you for prophesying” or “prophesy there and let them provide you with food”
7:13	f3rq		rc://*/ta/man/translate/figs-doublet	for it is the king’s sanctuary and a royal house	~	0	Here “king’s sanctuary” and “royal house” refer to the same place. Alternate translation: “this is where the national temple is, the place where the king worships”
7:14	mbz3			herdsman	בוֹקֵ֥ר	0	This here probably means “one who takes care of sheep” since he is called a “shepherd” in [Amos 1:1](../01/01.md).
7:14	geh3		rc://*/ta/man/translate/translate-unknown	sycamore fig trees	שִׁקְמִֽים	0	Sycamores are broad trees that grow up to 15 meters tall. Alternate translation: “fig trees”
7:16	k6j9			Now	וְ⁠עַתָּ֖ה	0	Here the word “now” is used to draw attention to the important point that follows.
7:16	dz72		rc://*/ta/man/translate/figs-metonymy	do not speak against the house of Isaac	~תַטִּ֖יף וְ⁠לֹ֥א תַטִּ֖יף עַל בֵּ֥ית יִשְׂחָֽק	0	Here “house” represents the family or descendants of Isaac. Alternate translation: “do not speak against the descendants of Isaac”
7:17	c3rd		rc://*/ta/man/translate/figs-metonymy	your sons and your daughters will fall by the sword	~וּ⁠בָנֶ֤י⁠ךָ וּ⁠בְנֹתֶ֨י⁠ךָ֙ יִפֹּ֔לוּ בַּ⁠חֶ֣רֶב	0	Here “sword” represents enemies. Alternate translation: “enemies will kill your sons and daughters”
7:17	sqs6		rc://*/ta/man/translate/figs-activepassive	your land will be measured and divided up	וְ⁠אַדְמָתְ⁠ךָ֖ בַּ⁠חֶ֣בֶל תְּחֻלָּ֑ק	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “other people will take your land and divide it up among themselves”
7:17	mr3m		rc://*/ta/man/translate/figs-metaphor	an unclean land	~אֲדָמָ֤ה טְמֵאָה֙ אֲדָמָ֤ה	0	A land full of people that are unacceptable to God is spoken of as if the land were physically unclean. Here it means a land other than Israel. Alternate translation: “a foreign land”
8:intro	h32s					0	# Amos 8 General Notes\n\n## Structure and formatting\n\nThis chapter is written in poetic form and it shows the way Yahweh’s people are sinning and\nhow he is going to respond. (See: [[rc://*/tw/dict/bible/kt/peopleofgod]] and [[rc://*/tw/dict/bible/kt/sin]])\n\n## Important figures of speech in this chapter\n\n### “This is the declaration of Yahweh”\n\nThis phrase is used to introduce prophecy. It highlights what God is proclaiming. (See: [[rc://*/tw/dict/bible/kt/prophet]])
8:1	m4g1			Look, a basket of summer fruit!	~	0	The word “look” here shows that Amos saw something interesting. Alternate translation: “I saw a basket of summer fruit!”
8:1	i65f			summer fruit	קָֽיִץ	0	Alternate translation: “ripe fruit”
8:2	ixx6		rc://*/ta/man/translate/figs-rquestion	What do you see, Amos?	~מָֽה רֹאֶה֙ אַתָּ֤ה רֹאֶה֙ עָמ֔וֹס	0	Yahweh uses a question to teach Amos. Alternate translation: “Tell me what you see, Amos.”
8:3	y5rl			in that day	~בַּ⁠יּ֣וֹם הַ⁠ה֔וּא בַּ⁠יּ֣וֹם	0	Alternate translation: “at that time”
8:3	zv6m			Silence!	הָֽס	0	This could mean: (1) Yahweh is to telling the people to be silent as they hear about the severity of his punishment or (2) the people will be silent because of their grief after Yahweh’s punishment.
8:4	jya8			Listen to this	שִׁמְעוּ זֹ֕את	0	Amos is speaking to the wealthy merchants who harm those who are poor.
8:4	sm8z		rc://*/ta/man/translate/figs-nominaladj	you who trample the needy and remove the poor of the land	הַ⁠שֹּׁאֲפִ֖ים אֶבְי֑וֹן וְ⁠לַ⁠שְׁבִּ֖ית ענוי אָֽרֶץ	0	This can be restated to remove the nominal adjectives “the needy” and “the poor.” Alternate translation: “you who trample those who are in need and remove those in the land that are poor”
8:4	jhz4		rc://*/ta/man/translate/figs-metaphor	you who trample	הַ⁠שֹּׁאֲפִ֖ים	0	Harming people is spoken of as if it were stomping on people. Alternate translation: “you who harm” or “you who oppress”
8:5	p2sp		rc://*/ta/man/translate/figs-rquestion	They say, “When will the new moon be over, so we can sell grain again? When will the Sabbath day be over, so that we can sell wheat?	~לֵ⁠אמֹ֗ר מָתַ֞י יַעֲבֹ֤ר הַ⁠חֹ֨דֶשׁ֙ יַעֲבֹ֤ר וְ⁠נַשְׁבִּ֣ירָה שֶּׁ֔בֶר וְ⁠נַשְׁבִּ֣ירָה וְ⁠הַ⁠שַּׁבָּ֖ת וְ⁠נִפְתְּחָה בָּ֑ר	0	The merchants use theses question to emphasize that want to start selling their items again. This can be stated as an indirect quotation. Alternate translation: “They are always asking when the new moon will be over or when the Sabbath will be over so that can sell their grain and wheat again.” (See also: [[rc://*/ta/man/translate/figs-quotations]])
8:5	t9jd			We will make the measure small and increase the price, as we cheat with false scales	~לְ⁠הַקְטִ֤ין אֵיפָה֙ לְ⁠הַקְטִ֤ין וּ⁠לְ⁠הַגְדִּ֣יל שֶׁ֔קֶל וּ⁠לְ⁠עַוֵּ֖ת מֹאזְנֵ֥י מִרְמָֽה מֹאזְנֵ֥י	0	The merchants would use false scales that showed that the amount of grain they were giving was greater than it really was and that the weight of the payment was less than it really was.
8:6	y683		rc://*/ta/man/translate/figs-ellipsis	the needy for a pair of sandals	וְ⁠אֶבְי֖וֹן בַּ⁠עֲב֣וּר נַעֲלָ֑יִם	0	The words “and buy” are understood. Alternate translation: “buy the needy for a pair of sandals”
8:7	by14		rc://*/ta/man/translate/figs-metonymy	Yahweh has sworn by the pride of Jacob	~יְהוָ֖ה נִשְׁבַּ֥ע בִּ⁠גְא֣וֹן יַעֲקֹ֑ב	0	Here “pride of Jacob” is a title for Yahweh. Also “Jacob” represents his descendants, the Israelites. Alternate translation: “Yahweh has sworn by himself, saying” or “Yahweh, of whom the Israelites are so proud, has sworn”
8:8	dgd5		rc://*/ta/man/translate/figs-rquestion	Will not the land quake for this, and every one who lives in it mourn?	~הַ֤⁠עַל לֹֽא הָ⁠אָ֔רֶץ תִרְגַּ֣ז הַ֤⁠עַל זֹאת֙ וְ⁠אָבַ֖ל כָּל יוֹשֵׁ֣ב בָּ֑⁠הּ כָּל	0	Amos uses a question to emphasize that these things will certainly happen. Alternate translation: “Yahweh will cause the land to shake, and every one who lives in it will mourn.”
8:8	phh2		rc://*/ta/man/translate/figs-simile	All of it will rise up like the Nile River … like the river of Egypt	~	0	Amos compares the rising and sinking of the waters of the Nile River to how Yahweh will cause the land to shake when he judges the people.
8:8	t1gv			river of Egypt	כִּ⁠יא֥וֹר מִצְרָֽיִם	0	This is another name for the Nile River.
8:9	xwg6			It will come in that day	~וְ⁠הָיָ֣ה בַּ⁠יּ֣וֹם הַ⁠ה֗וּא בַּ⁠יּ֣וֹם	0	Alternate translation: “It will happen at that time”
8:10	ng1i		rc://*/ta/man/translate/translate-symaction	have baldness on every head	~קָרְחָ֑ה וְ⁠עַל כָּל רֹ֖אשׁ	0	A person shaves his head to show that he is grieving. Alternate translation: “cause you all to shave your heads”
8:10	tj9n		rc://*/ta/man/translate/figs-ellipsis	like mourning for an only son	כְּ⁠אֵ֣בֶל יָחִ֔יד	0	It is understood that the only son has died. Alternate translation: “like mourning for an only son who has died”
8:10	g3j6		rc://*/ta/man/translate/figs-metaphor	a bitter day to its end	~כְּ⁠י֥וֹם מָֽר כְּ⁠י֥וֹם וְ⁠אַחֲרִיתָ֖⁠הּ	0	Terrible and sad things happening during a day is spoken of as if the day had a bitter taste. Alternate translation: “everything that happens at that time will cause you great sorrow”
8:11	f43n		rc://*/ta/man/translate/figs-metaphor	the days are coming	יָמִ֣ים בָּאִ֗ים	0	This speaks of a future time as if “days are coming.” Alternate translation: “there will be a time” or “in the future”
8:11	i4s1		rc://*/ta/man/translate/figs-metaphor	when I will send a famine in the land … but for hearing the words of Yahweh	~	0	Yahweh refusing to give messages when the people want to hear from him is spoken of as if there would be a famine of his words. Alternate translation: “when I will cause something like a famine in the land … but for hearing the words of Yahweh”
8:11	f1wu		rc://*/ta/man/translate/figs-123person	the words of Yahweh	אֵ֖ת דִּבְרֵ֥י יְהוָֽה	0	This can be stated in first person. Alternate translation: “words from me, Yahweh” or “my messages”
8:12	ez94		rc://*/ta/man/translate/figs-merism	They will stagger from sea to sea; they will run from the north to the east to seek the word of Yahweh	~וְ⁠נָעוּ֙ מִ⁠יָּ֣ם עַד יָ֔ם יְשֽׁוֹטְט֛וּ וּ⁠מִ⁠צָּפ֖וֹן וְ⁠עַד מִזְרָ֑ח לְ⁠בַקֵּ֥שׁ אֶת דְּבַר יְהוָ֖ה	0	Here “sea to sea” and “the north to the east” represent all of the land of Israel. Alternate translation: “They will wander here and there and search all over for the word of Yahweh”
8:12	g73n		rc://*/ta/man/translate/figs-explicit	from sea to sea	מִ⁠יָּ֣ם עַד יָ֔ם	0	This implies the Dead Sea in the south and the Mediterranean Sea in the west.
8:13	n4nn			In that day	~בַּ⁠יּ֨וֹם הַ⁠ה֜וּא בַּ⁠יּ֨וֹם	0	Alternate translation: “At that time”
8:13	gxq2			faint	תִּ֠תְעַלַּפְנָה	0	to lose all strength
8:14	sg5b		rc://*/ta/man/translate/figs-metonymy	by the sin of Samaria	~	0	Here “sin” represents the false god the people worship in Samaria. Alternate translation: “by the false god of Samaria”
8:14	xsl2			As your god lives, Dan	~חֵ֤י אֱלֹהֶ֨י⁠ךָ֙ חֵ֤י דָּ֔ן	0	This is a way of making a solemn oath. The people declare that they believe the god of Dan is certainly alive to emphasize that they will certainly do what they promise to do.
8:14	bfm8			As the way to Beersheba exists	~	0	This is probably a reference to the roads that pilgrims would take to Beersheba in order to worship idols there. Again, this is a way of making a solemn oath. They state that the way to Beersheba certainly exists in order to emphasize that they will certainly do what they promise to do.
8:14	s65t		rc://*/ta/man/translate/figs-idiom	they will fall	וְ⁠נָפְל֖וּ	0	This is an idiom. Alternate translation: “they will die”
9:intro	ych5					0	# Amos 9 General Notes\n\n## Structure and formatting\n\nThis chapter is written in poetic form and continues to show the awesome and terrible judgment of Yahweh on his people. In verse 11, the writer writes about the forgiveness and mercy of God on the kingdom of Israel. (See: [[rc://*/tw/dict/bible/kt/judge]], [[rc://*/tw/dict/bible/kt/peopleofgod]] and [[rc://*/tw/dict/bible/kt/forgive]] and [[rc://*/tw/dict/bible/kt/mercy]])\n\n## Special concepts in this chapter\n\n### “The declaration of Yahweh”\nThis phrase is used to introduce prophecy. It highlights what God is proclaiming. Try to remain consistent in translating this phrase throughout the book. (See: [[rc://*/tw/dict/bible/kt/prophet]])
9:1	h5x6				~	0	# General Information:\n\nYahweh shows Amos another vision.
9:1	iv3s			Strike the tops … Break them	~	0	It is uncertain to whom Yahweh is speaking these commands.
9:1	rj89		rc://*/ta/man/translate/figs-explicit	Strike the tops of the pillars so that the foundations will shake	~הַ֨ךְ הַ⁠כַּפְתּ֜וֹר וְ⁠יִרְעֲשׁ֣וּ הַ⁠סִּפִּ֗ים וְ⁠יִרְעֲשׁ֣וּ	0	It is implied that Yahweh is speaking about the pillars and foundations of a temple.
9:1	bl1r		rc://*/ta/man/translate/figs-synecdoche	so that the foundations will shake	~וְ⁠יִרְעֲשׁ֣וּ הַ⁠סִּפִּ֗ים וְ⁠יִרְעֲשׁ֣וּ	0	Here “foundations” represents the whole temple. Alternate translation: “so that the whole temple will shake”
9:1	x4lx		rc://*/ta/man/translate/figs-synecdoche	Break them in pieces on all of their heads	וּ⁠בְצַ֨עַ⁠ם֙ בְּ⁠רֹ֣אשׁ כֻּלָּ֔⁠ם	0	Here “heads” represents the whole person. Alternate translation: “Break the pillars so that the temple falls on all of the people and kills them”
9:1	r9h6		rc://*/ta/man/translate/figs-metonymy	I will kill the last of them with the sword	~אֶהֱרֹ֑ג וְ⁠אַחֲרִיתָ֖⁠ם בַּ⁠חֶ֣רֶב	0	Here “sword” represents an army attacking with their weapons. Alternate translation: “I will send an enemy army to kill the rest of them”
9:2	gx89		rc://*/ta/man/translate/figs-hyperbole	Though they dig into Sheol, there my hand will take them. Though they climb up to heaven, there I will bring them down	אִם יַחְתְּר֣וּ בִ⁠שְׁא֔וֹל מִ⁠שָּׁ֖ם יָדִ֣⁠י תִקָּחֵ֑⁠ם וְ⁠אִֽם יַעֲלוּ֙ הַ⁠שָּׁמַ֔יִם מִ⁠שָּׁ֖ם אוֹרִידֵֽ⁠ם	0	Yahweh uses an exaggerated image of people fleeing to Sheol or heaven to try to escape being killed. Here “Sheol” and “heaven” are a merism that represents all places. Alternate translation: “Even if they were to flee to Sheol or to heaven, they would not be able to escape me” (See also: [[rc://*/ta/man/translate/figs-merism]])
9:2	v2qa		rc://*/ta/man/translate/figs-metonymy	there my hand will take them	מִ⁠שָּׁ֖ם יָדִ֣⁠י תִקָּחֵ֑⁠ם	0	Here “hand” represents Yahweh’s power. Alternate translation: “I will pull them up from there”
9:3	lgc3		rc://*/ta/man/translate/figs-hyperbole	Though they hide on the top of Carmel … Though they are hidden from my sight in the bottom of the sea	~	0	Yahweh gives an exaggerated image of the people fleeing to the top of mount Carmel or to the bottom of the sea to escape being killed. Here “top of Carmel” and “bottom of the sea” are a merism that represents all places. Alternate translation: “Even if they were to hide on the top of Carmel … Even if they tried to go the bottom sea, thinking that I could not see them” (See also: [[rc://*/ta/man/translate/figs-merism]])
9:3	di6k			serpent	אֶת הַ⁠נָּחָ֖שׁ	0	an unknown fierce sea animal, not the snake in the garden of Eden and not a common snake
9:4	z1fj		rc://*/ta/man/translate/figs-activepassive	Though they go into captivity, driven by their enemies before them	~וְ⁠אִם יֵלְכ֤וּ בַ⁠שְּׁבִי֙ לִ⁠פְנֵ֣י אֹֽיבֵי⁠הֶ֔ם לִ⁠פְנֵ֣י	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “Though enemies capture them and force them to go to a foreign land”
9:4	rm94		rc://*/ta/man/translate/figs-metonymy	there will I give orders to the sword, and it will kill them	מִ⁠שָּׁ֛ם אֲצַוֶּ֥ה אֶת הַ⁠חֶ֖רֶב וַ⁠הֲרָגָ֑תַ⁠ם	0	Here “sword” represents their enemies. Alternate translation: “there I will cause their enemies to kill them”
9:4	p2p1		rc://*/ta/man/translate/figs-metonymy	I will keep my eyes on them for harm and not for good	וְ⁠שַׂמְתִּ֨י עֵינִ֧⁠י עֲלֵי⁠הֶ֛ם לְ⁠רָעָ֖ה וְ⁠לֹ֥א לְ⁠טוֹבָֽה	0	Here “eyes” represents seeing. The phrase “keep my eyes on them” is an idiom that means to watch closely. Alternate translation: “I will watch closely and make sure only bad things happen to them and not good things” (See also: [[rc://*/ta/man/translate/figs-idiom]])
9:5	v6tg		rc://*/ta/man/translate/figs-simile	all of it will rise up like the River, and sink again like the river of Egypt	~כָּל כֻּלָּ֔⁠הּ וְ⁠עָלְתָ֤ה כַ⁠יְאֹר֙ וְ⁠שָׁקְעָ֖ה כִּ⁠יאֹ֥ר מִצְרָֽיִם	0	Here “the River” and “river of Egypt” both refer to the Nile river. Yahweh causing the land to shake violently is compared to the waters of the Nile river rising and sinking.
9:6	mvb4		rc://*/ta/man/translate/figs-metonymy	he who builds his steps in the heavens	~הַ⁠בּוֹנֶ֤ה מַעֲלוֹתָ֔יו בַ⁠שָּׁמַ֨יִם֙	0	These are probably the steps that ancient people imagined led up to God’s palace in the heavens. However, some modern versions wish to read a different Hebrew word meaning “palace” or “rooms.” Here “his steps” probably is a metonym for God’s palace.
9:6	i2gt		rc://*/ta/man/translate/figs-explicit	has established his vault over the earth	~יְסָדָ֑⁠הּ וַ⁠אֲגֻדָּת֖⁠וֹ עַל אֶ֣רֶץ	0	Here “vault” refers to the sky which biblical writers described as being a dome over the earth. Alternate translation: “he sets the sky over the earth”
9:6	c441		rc://*/ta/man/translate/figs-metaphor	He calls for the waters of the sea … on the surface of the earth	~	0	This represents God causing the sea water to fall on the earth as rain. See how you translated this in [Amos 5:8](../05/08.md). Alternate translation: “He takes the waters of the sea and makes them rain down on the surface of the earth”
9:6	l573			Yahweh is his name	יְהוָ֥ה שְׁמֽ⁠וֹ	0	By declaring his name, Yahweh is declaring his power and authority to do these things. See how you translated this in [Amos 5:8](../05/08.md).
9:7	zrb4		rc://*/ta/man/translate/figs-rquestion	Are you not like the people of Cush to me, & Israel—this … declaration—did I not bring up Israel … the Philistines … the Arameans from Kir?	~	0	Yahweh uses a question to emphasize that the people of Israel are no more special to him than the people of Cush, the Philistines, and the Arameans. Alternate translation: “You people of Israel, you are certainly no more important to me than the people of Cush—this … declaration—I brought up Israel … the Philistines … the Arameans from Kir.”
9:7	g7zv		rc://*/ta/man/translate/figs-123person	this is Yahweh’s declaration	~נְאֻם נְאֻם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated these words in [Amos 2:11](../02/11.md). Alternate translation: “this is what Yahweh has declared” or “this i what I, Yahweh, have declared”
9:7	gig3			Kir	מִ⁠קִּֽיר	0	See how you translated the name of this place in [Amos 1:5](../01/05.md).
9:8	c978		rc://*/ta/man/translate/figs-metonymy	the eyes of the Lord Yahweh are on the sinful kingdom	~עֵינֵ֣י אֲדֹנָ֣⁠י בַּ⁠מַּמְלָכָה֙ הַֽ⁠חַטָּאָ֔ה בַּ⁠מַּמְלָכָה֙	0	Here “eyes” represents seeing. Also, Yahweh speaks of himself in third person. Alternate translation: “I, the Lord Yahweh, see that the people of this kingdom are very sinful” (See also: [[rc://*/ta/man/translate/figs-123person]])
9:8	exs8		rc://*/ta/man/translate/figs-idiom	I will destroy it from the face of the earth	וְ⁠הִשְׁמַדְתִּ֣י אֹתָ֔⁠הּ מֵ⁠עַ֖ל פְּנֵ֣י הָ⁠אֲדָמָ֑ה	0	The idiom “from the face of the earth” means “completely.” Alternate translation: “I will completely destroy this kingdom”
9:8	qv9x		rc://*/ta/man/translate/figs-metonymy	the house of Jacob	אֶת בֵּ֥ית יַעֲקֹ֖ב	0	Here “house” represents a family. And, “Jacob” represents his descendants. Alternate translation: “the descendants of Jacob”
9:9	ka3c		rc://*/ta/man/translate/figs-metonymy	the house of Israel	אֶת בֵּ֣ית יִשְׂרָאֵ֑ל	0	Here “house” represents the people. Alternate translation: “the people of Israel”
9:9	m5bp		rc://*/ta/man/translate/figs-simile	I will shake the house of Israel … as one shakes grain in a sieve, so that not the smallest stone will fall to the ground	~	0	The picture here is of grain falling through the sieve and stones being kept out. The idea is that Yahweh will remove all of the sinful people from Israel.
9:9	s4w3			sieve	בַּ⁠כְּבָרָ֔ה	0	a surface with many small holes that allow small things to pass through and keep larger things from passing through
9:10	rxt3		rc://*/ta/man/translate/figs-metonymy	All the sinners of my people will die by the sword	~כֹּ֖ל חַטָּאֵ֣י עַמִּ֑⁠י יָמ֔וּתוּ בַּ⁠חֶ֣רֶב	0	Here “sword” represents their enemies. Alternate translation: “Enemies will kill all the sinners of my people”
9:10	rgi9		rc://*/ta/man/translate/figs-metaphor	Disaster will not overtake or meet us	~הָ⁠רָעָֽה תַגִּ֧ישׁ לֹֽא תַגִּ֧ישׁ וְ⁠תַקְדִּ֛ים בַּעֲדֵ֖י⁠נוּ	0	Experiencing disaster is spoken of as disaster could overtake or meet someone. Alternate translation: “We will not experience disaster” or “Bad things will not happen to us”
9:11	p2kf			In that day	~בַּ⁠יּ֣וֹם הַ⁠ה֔וּא בַּ⁠יּ֣וֹם	0	Alternate translation: “At that time”
9:11	m4ub		rc://*/ta/man/translate/figs-metaphor	I will raise up the tent of David that has fallen	אָקִ֛ים אֶת סֻכַּ֥ת דָּוִ֖יד הַ⁠נֹּפֶ֑לֶת	0	Causing the people of Israel to be great again is spoken of as if David’s kingdom were a tent that fell down and Yahweh will set it back up. Alternate translation: “David’s kingdom will be like tent that has fallen down, but I will raise it back up again”
9:11	gh6q			close up its breaches	וְ⁠גָדַרְתִּ֣י אֶת פִּרְצֵי⁠הֶ֗ן	0	Alternate translation: “I will repair its walls”
9:11	pje4			I will raise up its ruins, and rebuild it as in the days of old	~אָקִ֔ים וַ⁠הֲרִֽסֹתָי⁠ו֙ וּ⁠בְנִיתִ֖י⁠הָ כִּ⁠ימֵ֥י עוֹלָֽם	0	Alternate translation: “I will rebuild its ruins and make it strong like it was long ago”
9:11	b46a			breaches	פִּרְצֵי⁠הֶ֗ן	0	parts of a wall that have fallen down
9:12	fi4l			the remnant of Edom	אֶת שְׁאֵרִ֤ית אֱדוֹם֙	0	Alternate translation: “the remaining part of Edom’s territory”
9:12	gc63		rc://*/ta/man/translate/figs-metonymy	all the nations that are called by my name	וְ⁠כָל הַ⁠גּוֹיִ֔ם אֲשֶׁר נִקְרָ֥א שְׁמִ֖⁠י	0	Here “name” represents Yahweh. The idiom “called by my name” means they once belonged to Yahweh. This means that in the past the people had conquered and taken control of these territories. Alternate translation: “all the nations that once belonged to me” or “all the nations that I caused the people of Israel to conquer in the past” (See also: [[rc://*/ta/man/translate/figs-idiom]] and [[rc://*/ta/man/translate/figs-explicit]])
9:13	v7us			Look	~	0	The writer is telling the reader that he is going to say something surprising. Your language may have a way of doing this.
9:13	q7il		rc://*/ta/man/translate/figs-metaphor	the days will come … when the plowman	~	0	A future time is spoken of as if “days will come.” Alternate translation: “there will be a time … when the plowman” or “in the future … the plowman”
9:13	yi58			when the plowman … him who plants seed	~	0	These are two images of Yahweh restoring prosperity in Israel. This means grain will grow faster than the people can harvest it, and there will be so many grapes, those crushing the grapes will still be working when farmers start planting more vineyards.
9:13	s1fu		rc://*/ta/man/translate/figs-123person	this is Yahweh’s declaration	~נְאֻם נְאֻם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Amos 2:11](../02/11.md). Alternate translation: “this is what Yahweh has declared” or “this is what I, Yahweh, have declared”
9:13	i41r		rc://*/ta/man/translate/figs-parallelism	The mountains will drip sweet wine, and all the hills will flow with it	~הֶֽ⁠הָרִים֙ וְ⁠הִטִּ֤יפוּ עָסִ֔יס וְ⁠כָל הַ⁠גְּבָע֖וֹת תִּתְמוֹגַֽגְנָה	0	These two lines mean basically the same thing. The huge amount of grapes and wine in Israel is spoken of as if wine flows down the hills and mountains. (See also: [[rc://*/ta/man/translate/figs-metaphor]])
9:15	cl8k		rc://*/ta/man/translate/figs-metaphor	I will plant them upon their land, and they will never again be uprooted from the land	~וּ⁠נְטַעְתִּ֖י⁠ם עַל אַדְמָתָ֑⁠ם וְ⁠לֹ֨א יִנָּתְשׁ֜וּ וְ⁠לֹ֨א ע֗וֹד יִנָּתְשׁ֜וּ מֵ⁠עַ֤ל אַדְמָתָ⁠ם֙	0	Bringing the people back to their land and keeping them safe from enemies is spoken of as if Israel were a plant that Yahweh would put in the ground and not let anyone pull the plant up from the ground. Alternate translation: “I will cause them to live in the land forever like a plant that is never uprooted”
